symbol,organ_name,icb_name,exchange
PPE,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,Công nghiệp,HNX
PPS,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công nghiệp,HNX
HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Hàng Tiêu dùng,UPCOM
PIV,Công ty Cổ phần PIV,Tài chính,UPCOM
PRO,Công ty Cổ phần Procimex Việt Nam,Hàng Tiêu dùng,UPCOM
PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Công nghiệp,HOSE
PLA,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Công nghiệp,UPCOM
PLO,Công ty Cổ phần Kho vận Petec,Công nghiệp,UPCOM
PSB,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Công nghiệp,UPCOM
PJS,Công ty Cổ phần Cấp nước Phú Hòa Tân,Tiện ích Cộng đồng,UPCOM
BT1,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,Nguyên vật liệu,UPCOM
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công nghiệp,HNX
PPP,Công ty Cổ phần Dược phẩm Phong Phú,Dược phẩm và Y tế,HNX
PMS,Công ty Cổ phần Cơ khí Xăng dầu,Công nghiệp,HNX
PHP,Công ty Cổ phần Cảng Hải Phòng,Công nghiệp,UPCOM
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,Công nghiệp,HNX
PNC,Công ty Cổ phần Văn hóa Phương Nam,Dịch vụ Tiêu dùng,HOSE
PND,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Tiện ích Cộng đồng,UPCOM
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Hàng Tiêu dùng,HOSE
PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Công nghiệp,UPCOM
PHC,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công nghiệp,HOSE
GCB,Công ty Cổ phần PETEC Bình Định,Tiện ích Cộng đồng,UPCOM
CRV,Công ty Cổ phần Tập đoàn Bất động sản CRV,Tài chính,HOSE
POB,Công ty Cổ phần Xăng dầu Dầu khí Hưng Yên,Tiện ích Cộng đồng,UPCOM
GKM,Công ty Cổ phần GKM Holdings,Công nghiệp,HNX
PTC,Công ty Cổ phần Đầu tư ICAPITAL,Công nghiệp,HOSE
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng,HNX
PMW,Công ty Cổ phần Cấp Nước Phú Mỹ,Tiện ích Cộng đồng,UPCOM
PTG,Công ty Cổ phần May Xuất Khẩu Phan Thiết,Hàng Tiêu dùng,UPCOM
POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,Tiện ích Cộng đồng,UPCOM
DNA,Công ty Cổ phần Điện nước An Giang,Tiện ích Cộng đồng,UPCOM
PPH,Tổng Công ty Cổ phần Phong Phú,Hàng Tiêu dùng,UPCOM
LBM,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Công nghiệp,HOSE
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Tiện ích Cộng đồng,HOSE
POS,Công ty Cổ phần Vận hành và Xây lắp PTSC,Dầu khí,UPCOM
PPI,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,Tài chính,UPCOM
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,Hàng Tiêu dùng,HOSE
PVB,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Dầu khí,HNX
NXT,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,Công nghiệp,UPCOM
SAP,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,Dịch vụ Tiêu dùng,UPCOM
PTP,Công ty Cổ phần PTP,Viễn thông,UPCOM
PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Công nghiệp,HNX
PVG,Công ty Cổ phần Kinh doanh LPG Việt Nam,Tiện ích Cộng đồng,HNX
PSE,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,Nguyên vật liệu,HNX
PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Công nghiệp,UPCOM
PSI,Công ty Cổ phần Chứng khoán Dầu khí,Tài chính,HNX
PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,Hàng Tiêu dùng,UPCOM
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,HNX
PVV,Công ty Cổ phần Vinaconex 39,Công nghiệp,UPCOM
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược phẩm và Y tế,UPCOM
PTE,Công ty Cổ phần Xi măng Phú Thọ,Công nghiệp,UPCOM
PTO,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Công nghiệp,UPCOM
KSF,Công ty Cổ phần Tập đoàn Sunshine,Tài chính,HNX
PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Công nghiệp,UPCOM
PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Công nghiệp,HNX
PMT,Công ty Cổ phần Viễn thông Telvina Việt Nam,Công nghệ Thông tin,UPCOM
PXL,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,Tài chính,UPCOM
PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Tiện ích Cộng đồng,UPCOM
ND2,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Tiện ích Cộng đồng,UPCOM
PTL,Công ty Cổ phần Victory Group,Tài chính,HOSE
PTM,"Công ty Cổ phần Sản xuất, Thương mại Và Dịch vụ Ô tô PTM",Hàng Tiêu dùng,UPCOM
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công nghiệp,HNX
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Công nghiệp,UPCOM
PSN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công nghiệp,UPCOM
PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công nghiệp,UPCOM
VHM,Công ty Cổ phần Vinhomes,Tài chính,HOSE
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Nguyên vật liệu,UPCOM
DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ Tiêu dùng,UPCOM
DTD,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Tài chính,HNX
PTB,Công ty Cổ phần Phú Tài,Nguyên vật liệu,HOSE
PV2,Công ty Cổ phần Đầu tư PV2,Tài chính,HNX
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Dầu khí,HOSE
PMJ,Công ty Cổ phần Vật tư Bưu điện,Công nghệ Thông tin,UPCOM
PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,Công nghiệp,UPCOM
OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Dầu khí,UPCOM
PTX,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Tiện ích Cộng đồng,HNX
NAF,Công ty Cổ phần Nafoods Group,Hàng Tiêu dùng,HOSE
QHD,Công ty Cổ phần Que hàn điện Việt Đức,Công nghiệp,HNX
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Dầu khí,HNX
QHW,Công ty Cổ phần Nước khoáng Quảng Ninh,Hàng Tiêu dùng,UPCOM
PCE,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Nguyên vật liệu,HNX
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Công nghiệp,HOSE
QNC,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Công nghiệp,UPCOM
PRC,Công ty Cổ phần Logistics Portserco,Công nghiệp,HNX
PVI,Công ty Cổ phần PVI,Tài chính,HNX
TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Tiện ích Cộng đồng,UPCOM
CQN,Công ty Cổ phần Cảng Quảng Ninh,Công nghiệp,UPCOM
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,Công nghiệp,UPCOM
PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Công nghiệp,UPCOM
QNS,Công ty Cổ phần Đường Quảng Ngãi,Hàng Tiêu dùng,UPCOM
PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Dầu khí,UPCOM
QNP,Công ty Cổ phần Cảng Quy Nhơn,Công nghiệp,HOSE
PTI,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Tài chính,HNX
QNW,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,Tiện ích Cộng đồng,UPCOM
QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Dịch vụ Tiêu dùng,HNX
QTC,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,Công nghiệp,HNX
NLG,Công ty Cổ phần Đầu tư Nam Long,Tài chính,HOSE
PXA,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Tài chính,UPCOM
PRE,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội,Tài chính,HNX
PVL,Công ty Cổ phần Đầu tư Nhà Đất Việt,Tài chính,UPCOM
PPY,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Tiện ích Cộng đồng,HNX
PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,Tiện ích Cộng đồng,HNX
PXC,Công ty Cổ phần Phát triển Đô thị Dầu khí,Tài chính,UPCOM
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Tiện ích Cộng đồng,HOSE
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Hàng Tiêu dùng,HOSE
RCC,Công ty Cổ phần Tổng Công ty Công trình Đường sắt Việt Nam,Công nghiệp,UPCOM
PVY,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Công nghiệp,UPCOM
PVT,Tổng Công ty Cổ phần Vận tải Dầu khí,Công nghiệp,HOSE
PVP,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Công nghiệp,HOSE
PVR,Công ty Cổ phần Đầu tư PVR Hà Nội,Tài chính,UPCOM
LSS,Công ty Cổ phần Mía đường Lam Sơn,Hàng Tiêu dùng,HOSE
PWA,Công ty Cổ phần Bất động sản dầu khí,Tài chính,UPCOM
PX1,Công ty Cổ phần Xi măng Sông Lam 2,Công nghiệp,UPCOM
PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Công nghiệp,UPCOM
REE,Công ty Cổ phần Cơ điện Lạnh,Tiện ích Cộng đồng,HOSE
PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Nguyên vật liệu,HNX
PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Công nghiệp,UPCOM
PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Công nghiệp,UPCOM
PWS,Công ty Cổ phần Cấp thoát nước Phú Yên,Tiện ích Cộng đồng,UPCOM
BQB,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Hàng Tiêu dùng,UPCOM
CSI,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,Tài chính,UPCOM
MDG,Công ty Cổ phần Miền Đông,Công nghiệp,HOSE
NKG,Công ty Cổ phần Thép Nam Kim,Nguyên vật liệu,HOSE
QCC,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Công nghiệp,UPCOM
QCG,Công ty Cổ phần Quốc Cường Gia Lai,Tài chính,HOSE
MQN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Công nghiệp,UPCOM
QSP,Công ty Cổ phần Tân cảng Quy Nhơn,Công nghiệp,UPCOM
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công nghiệp,UPCOM
QNT,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,Công nghiệp,UPCOM
QTP,Công ty Cổ phần Nhiệt điện Quảng Ninh,Tiện ích Cộng đồng,UPCOM
QNU,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Công nghiệp,UPCOM
S74,Công ty Cổ phần Sông Đà 7.04,Công nghiệp,UPCOM
QPH,Công ty Cổ phần Thủy điện Quế Phong,Tiện ích Cộng đồng,UPCOM
NQN,Công ty Cổ phần Nước sạch Quảng Ninh,Tiện ích Cộng đồng,UPCOM
RAT,Công ty Cổ phần Vận tải và Thương mại Đường sắt,Công nghiệp,UPCOM
PBT,Công ty Cổ Phần Bao bì và Thương mại Dầu khí Bình Sơn,Công nghiệp,UPCOM
RCD,Công ty Cổ phần Xây dựng - Địa ốc Cao su,Công nghiệp,UPCOM
S55,Công ty Cổ phần Sông Đà 505,Công nghiệp,HNX
RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Tài chính,HNX
RDP,Công ty Cổ phần Rạng Đông Holding,Nguyên vật liệu,UPCOM
S96,Công ty Cổ phần Sông Đà 9.06,Công nghiệp,UPCOM
PNG,Công ty Cổ phần Thương Mại Phú Nhuận,Dịch vụ Tiêu dùng,UPCOM
TBR,Công ty Cổ phần Địa ốc Tân Bình,Tài chính,UPCOM
TCR,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Công nghiệp,HOSE
DS3,Công ty Cổ phần DS3,Công nghiệp,HNX
S99,Công ty Cổ phần SCI,Công nghiệp,HNX
BSQ,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Hàng Tiêu dùng,UPCOM
RBC,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Nguyên vật liệu,UPCOM
S12,Công ty Cổ phần Sông Đà 12,Công nghiệp,UPCOM
SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Hàng Tiêu dùng,UPCOM
S72,Công ty Cổ phần Sông Đà 7.02,Công nghiệp,UPCOM
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Hàng Tiêu dùng,UPCOM
VNB,Công ty Cổ phần Sách Việt Nam,Dịch vụ Tiêu dùng,UPCOM
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,Hàng Tiêu dùng,HNX
BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Hàng Tiêu dùng,UPCOM
SBA,Công ty Cổ phần Sông Ba,Tiện ích Cộng đồng,HOSE
XLV,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,Công nghiệp,UPCOM
SBL,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Hàng Tiêu dùng,UPCOM
SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Hàng Tiêu dùng,HNX
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Công nghiệp,HOSE
SAL,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam,Công nghiệp,UPCOM
PMC,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Dược phẩm và Y tế,HNX
SAM,Công ty Cổ phần SAM Holdings,Công nghệ Thông tin,HOSE
SD3,Công ty Cổ phần Sông Đà 3,Công nghiệp,UPCOM
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Dịch vụ Tiêu dùng,UPCOM
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Hàng Tiêu dùng,UPCOM
PSW,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Nguyên vật liệu,HNX
SD5,Công ty Cổ phần Sông Đà 5,Công nghiệp,HNX
SDC,Công ty Cổ phần Tư vấn Sông Đà,Công nghiệp,HNX
APT,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,Hàng Tiêu dùng,UPCOM
CHS,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Tiện ích Cộng đồng,UPCOM
SAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Dịch vụ Tiêu dùng,UPCOM
SAC,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn,Công nghiệp,UPCOM
PAN,Công ty Cổ phần Tập đoàn PAN,Hàng Tiêu dùng,HOSE
SAV,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Nguyên vật liệu,HOSE
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,Hàng Tiêu dùng,HOSE
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,Hàng Tiêu dùng,HOSE
SBD,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Công nghệ Thông tin,UPCOM
SBH,Công ty Cổ phần Thủy điện Sông Ba Hạ,Tiện ích Cộng đồng,UPCOM
SBM,Công ty Cổ phần Đầu tư phát triển Bắc Minh,Công nghiệp,UPCOM
SBS,Công ty Cổ phần Chứng khoán SBS,Tài chính,UPCOM
SCC,Công ty Cổ phần Thương mại Đầu tư SHB,Công nghiệp,UPCOM
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công nghệ Thông tin,HOSE
PGI,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tài chính,HOSE
SD1,Công ty Cổ phần Sông Đà 1,Công nghiệp,UPCOM
SD2,Công ty Cổ phần Sông Đà 2,Công nghiệp,UPCOM
SC5,Công ty Cổ phần Xây dựng số 5,Công nghiệp,HOSE
SHN,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Nguyên vật liệu,HNX
SD8,Công ty Cổ phần Sông Đà 8,Công nghiệp,UPCOM
SD9,Công ty Cổ phần Sông Đà 9,Công nghiệp,HNX
SCD,Công ty Cổ phần Nước giải khát Chương Dương,Hàng Tiêu dùng,UPCOM
SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Hàng Tiêu dùng,HNX
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,Tiện ích Cộng đồng,HOSE
SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG,Công nghiệp,HNX
SCI,Công ty Cổ phần SCI E&C,Công nghiệp,HNX
SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Tài chính,UPCOM
SIG,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Công nghiệp,UPCOM
SCJ,Công ty Cổ phần Xi măng Sài Sơn,Công nghiệp,UPCOM
SLD,Công ty Cổ phần Địa Ốc Sacom,Tài chính,UPCOM
SCL,Công ty Cổ phần Sông Đà Cao Cường,Công nghiệp,UPCOM
SDP,Công ty Cổ phần SDP,Công nghiệp,UPCOM
SHE,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,Hàng Tiêu dùng,HNX
SDT,Công ty Cổ phần Sông Đà 10,Công nghiệp,UPCOM
SCO,Công ty Cổ phần Công nghiệp Thủy sản,Công nghiệp,UPCOM
SDU,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công nghiệp,HNX
SDV,Công ty Cổ phần Dịch vụ Sonadezi,Công nghiệp,UPCOM
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,Tài chính,HOSE
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,Dịch vụ Tiêu dùng,HOSE
SFG,Công ty Cổ phần Phân bón Miền Nam,Nguyên vật liệu,HOSE
NSL,Công ty Cổ phần Cấp nước Sơn La,Tiện ích Cộng đồng,UPCOM
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Hàng Tiêu dùng,HOSE
SPH,Công ty Cổ phần Xuất Nhập khẩu Thủy sản Hà Nội,Hàng Tiêu dùng,UPCOM
SDY,Công ty Cổ phần Xi măng Sông Đà Yaly,Công nghiệp,UPCOM
SSB,Ngân hàng Thương mại Cổ phần Đông Nam Á,Ngân hàng,HOSE
SEB,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung,Tiện ích Cộng đồng,HNX
SD4,Công ty Cổ phần Sông Đà 4,Công nghiệp,UPCOM
SD6,Công ty Cổ phần Sông Đà 6,Công nghiệp,UPCOM
SD7,Công ty Cổ phần Sông Đà 7,Công nghiệp,UPCOM
SDA,Công ty Cổ phần SIMCO Sông Đà,Công nghiệp,HNX
SPI,Công ty Cổ phần Spiral Galaxy,Nguyên vật liệu,UPCOM
SDB,Công ty Cổ phần Sông Đà 207,Công nghiệp,UPCOM
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Công nghiệp,HNX
SGB,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Ngân hàng,UPCOM
SBB,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Hàng Tiêu dùng,UPCOM
BSG,Công ty Cổ phần Xe khách Sài Gòn,Dịch vụ Tiêu dùng,UPCOM
SDD,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Công nghiệp,UPCOM
SDG,Công ty Cổ phần Sadico Cần Thơ,Công nghiệp,HNX
SRF,Công ty Cổ phần Searefico,Công nghiệp,HOSE
SGD,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng,HNX
SHI,Công ty Cổ phần Quốc tế Sơn Hà,Nguyên vật liệu,HOSE
SGH,Công ty Cổ phần Khách sạn Sài Gòn,Dịch vụ Tiêu dùng,HNX
SSI,Công ty Cổ phần Chứng khoán SSI,Tài chính,HOSE
SDK,Công ty Cổ phần Cơ khí Luyện Kim,Công nghiệp,UPCOM
SDN,Công ty Cổ phần Sơn Đồng Nai,Công nghiệp,HNX
STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng,HNX
STL,Công ty Cổ phần Sông Đà - Thăng Long,Tài chính,UPCOM
STS,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,Công nghiệp,UPCOM
STT,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Dịch vụ Tiêu dùng,UPCOM
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Nguyên vật liệu,HOSE
NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Nguyên vật liệu,HNX
SEA,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
SPV,Công ty Cổ phần Thủy Đặc Sản,Hàng Tiêu dùng,UPCOM
SIP,Công ty Cổ phần Đầu tư Sài Gòn VRG,Tài chính,HOSE
SHG,Tổng Công ty Cổ phần Sông Hồng,Công nghiệp,UPCOM
SED,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Dịch vụ Tiêu dùng,HNX
SEP,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Nguyên vật liệu,UPCOM
SPC,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,Nguyên vật liệu,HNX
SHC,Công ty Cổ phần Hàng hải Sài Gòn,Công nghiệp,UPCOM
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,Tiện ích Cộng đồng,HOSE
SFI,Công ty Cổ phần Đại lý Vận tải SAFI,Công nghiệp,HOSE
SVN,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,Công nghiệp,HNX
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Hàng Tiêu dùng,HNX
SZC,Công ty Cổ phần Sonadezi Châu Đức,Tài chính,HOSE
SWC,Tổng Công ty Cổ phần Đường Sông Miền Nam,Công nghiệp,UPCOM
SZE,Công ty Cổ phần Môi trường Sonadezi,Công nghiệp,UPCOM
SMC,Công ty Cổ phần Đầu tư Thương mại SMC,Nguyên vật liệu,HOSE
NSG,Công ty Cổ phần Nhựa Sài Gòn,Nguyên vật liệu,UPCOM
SZG,Công ty Cổ phần Sonadezi Giang Điền,Tài chính,UPCOM
SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Tài chính,HOSE
SBR,Công ty Cổ phần Cao su Sông Bé,Nguyên vật liệu,UPCOM
SGS,Công ty Cổ phần Vận tải biển Sài Gòn,Công nghiệp,UPCOM
TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Dịch vụ Tiêu dùng,UPCOM
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,Ngân hàng,HOSE
MSH,Công ty Cổ phần May Sông Hồng,Hàng Tiêu dùng,HOSE
SHP,Công ty Cổ phần Thủy điện Miền Nam,Tiện ích Cộng đồng,HOSE
SHS,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Tài chính,HNX
SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Nguyên vật liệu,UPCOM
SBV,Công ty Cổ phần Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,HOSE
SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Tiện ích Cộng đồng,UPCOM
SIV,Công ty Cổ phần SIVICO,Công nghiệp,UPCOM
SJC,Công ty Cổ phần Sông Đà 1.01,Công nghiệp,UPCOM
SJD,Công ty Cổ phần Thủy điện Cần Đơn,Tiện ích Cộng đồng,HOSE
SJE,Công ty Cổ phần Sông Đà 11,Công nghiệp,HNX
SJF,Công ty Cổ phần Đầu tư Sao Thái Dương,Nguyên vật liệu,UPCOM
SJM,Công ty Cổ phần Sông Đà 19,Công nghiệp,UPCOM
SJS,Công ty Cổ phần SJ Group,Tài chính,HOSE
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Dịch vụ Tiêu dùng,HOSE
SKN,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,Hàng Tiêu dùng,UPCOM
SLS,Công ty Cổ phần Mía đường Sơn La,Hàng Tiêu dùng,HNX
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Tiện ích Cộng đồng,HOSE
RTB,Công ty Cổ phần Cao su Tân Biên,Nguyên vật liệu,UPCOM
SMT,Công ty Cổ phần SAMETEL,Công nghệ Thông tin,HNX
SNC,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,Hàng Tiêu dùng,UPCOM
SMN,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Dịch vụ Tiêu dùng,HNX
TCX,Công ty Cổ phần Chứng khoán Kỹ Thương,Tài chính,HOSE
SNZ,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,Công nghiệp,UPCOM
SJG,Tổng Công ty Sông Đà,Công nghiệp,UPCOM
SVD,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Hàng Tiêu dùng,HOSE
SZB,Công ty Cổ phần Sonadezi Long Bình,Tài chính,HNX
SPB,Công ty Cổ phần Sợi Phú Bài,Hàng Tiêu dùng,UPCOM
G36,Tổng Công ty 36 - Công ty Cổ phần,Công nghiệp,UPCOM
SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Hàng Tiêu dùng,UPCOM
VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP,Tiện ích Cộng đồng,UPCOM
SP2,Công ty Cổ phần Thủy điện Sử Pán 2,Tiện ích Cộng đồng,UPCOM
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Tài chính,HOSE
SPM,Công ty Cổ phần S.P.M,Dược phẩm và Y tế,HOSE
ISH,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,Tiện ích Cộng đồng,UPCOM
SRA,Công ty Cổ phần SARA Việt Nam,Dược phẩm và Y tế,HNX
SRB,Công ty Cổ phần Tập đoàn Sara,Công nghệ Thông tin,UPCOM
